"","kadencja","etap","lista","klub"
"447","I","start","Stanisław Handzlik","Klub Parlamentarny Unia Demokratyczna"
"448","I","end","Stanisław Handzlik","Klub Parlamentarny Unia Demokratyczna"
"449","I","start","Stanisław Kocjan","Posłowie niezrzeszeni"
"450","I","end","Stanisław Kocjan","Solidarność 80"
"451","I","start","Stanisław Sobański","Klub Parlamentarny NSZZ ""Solidarność"""
"452","I","end","Stanisław Sobański","Klub Parlamentarny NSZZ ""Solidarność"""
"453","I","start","Stanisław Wąsik","Klub Parlamentarny NSZZ ""Solidarność"""
"454","I","end","Stanisław Wąsik","Klub Parlamentarny NSZZ ""Solidarność"""
"455","I","start","Stanisław Węglarz","Klub Parlamentarny NSZZ ""Solidarność"""
"456","I","end","Stanisław Węglarz","Klub Parlamentarny NSZZ ""Solidarność"""
"457","I","start","Stanisław Węgłowski","Klub Parlamentarny ""Ruch dla Rzeczypospolitej"""
"458","I","end","Stanisław Węgłowski","Porozumienie Obywatelskie Centrum"
"459","I","start","Stanisław Żurowski","Klub Parlamentarny Unia Demokratyczna"
"460","I","end","Stanisław Żurowski","Bygdoska Lista Jedności Ludowej"
"461","I","end","Stanisław Żurowski","Ludowe Porozumienie Wyborcze Piast"
"462","I","end","Stanisław Żurowski","Porozumienie Obywatelskie Centrum"
"463","I","end","Stanisław Żurowski","Porozumienie Obywatelskie Centrum"
"464","I","end","Stanisław Żurowski","Porozumienie Obywatelskie Centrum"
"465","I","end","Stanisław Żurowski","Porozumienie Obywatelskie Centrum"
"466","I","start","Stefan Król","Klub Parlamentarny Porozumienie Ludowe"
"467","I","end","Stefan Król","Klub Parlamentarny Porozumienie Ludowe"
"468","I","start","Stefan Pastuszewski","Koło Poselskie ""Chrześcijańska Demokracja"""
"469","I","end","Stefan Pastuszewski","Koło Poselskie ""Chrześcijańska Demokracja"""
"470","I","start","Stefan Szańkowski","Klub Parlamentarny Porozumienie Ludowe"
"471","I","end","Stefan Szańkowski","Klub Parlamentarny Porozumienie Ludowe"
"472","I","start","Tadeusz Bień","Posłowie niezrzeszeni"
"473","I","end","Tadeusz Bień","Kongres Liberalno-Demokratyczny"
"474","I","start","Tadeusz Biliński","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"475","I","end","Tadeusz Biliński","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"476","I","start","Tadeusz Iwiński","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"477","I","end","Tadeusz Iwiński","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"478","I","start","Tadeusz Jedynak","Posłowie niezrzeszeni"
"479","I","end","Tadeusz Jedynak","Niezależny Samorządny Związek Zawodowy Solidarność"
"480","I","start","Tadeusz Jędrzejczak","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"481","I","end","Tadeusz Jędrzejczak","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"482","I","start","Tadeusz Kowalczyk (ur. 1933)","Klub Parlamentarny Konwencja Polska"
"483","I","start","Tadeusz Kowalczyk","Posłowie niezrzeszeni"
"484","I","end","Tadeusz Kowalczyk (ur. 1933)","Porozumienie Ludowe"
"485","I","end","Tadeusz Kowalczyk","Porozumienie Obywatelskie Centrum"
"486","I","start","Tadeusz Lasocki","Koło Poselskie ""Chrześcijańska Demokracja"""
"487","I","end","Tadeusz Lasocki","Koło Poselskie ""Chrześcijańska Demokracja"""
"488","I","start","Tadeusz Lewandowski","Klub Parlamentarny NSZZ ""Solidarność"""
"489","I","end","Tadeusz Lewandowski","Klub Parlamentarny NSZZ ""Solidarność"""
"490","I","start","Tadeusz Mazowiecki","Klub Parlamentarny Unia Demokratyczna"
"491","I","end","Tadeusz Mazowiecki","Klub Parlamentarny Unia Demokratyczna"
"492","I","start","Tadeusz Pokrywka","Klub Parlamentarny Unia Demokratyczna"
"493","I","end","Tadeusz Pokrywka","Klub Parlamentarny Unia Demokratyczna"
"494","I","start","Tadeusz Syryjczyk","Klub Parlamentarny Unia Demokratyczna"
"495","I","end","Tadeusz Syryjczyk","Klub Parlamentarny Unia Demokratyczna"
"496","I","start","Tadeusz Szymańczak","Klub Parlamentarny Porozumienie Ludowe"
"497","I","end","Tadeusz Szymańczak","Klub Parlamentarny Porozumienie Ludowe"
"498","I","start","Tadeusz Wójcik","Klub Parlamentarny Porozumienie Ludowe"
"499","I","end","Tadeusz Wójcik","Klub Parlamentarny Porozumienie Ludowe"
"500","I","start","Tomasz Karwowski","Klub Parlamentarny Konfederacji Polski Niepodległej"
"501","I","end","Tomasz Karwowski","Klub Parlamentarny Konfederacji Polski Niepodległej"
"502","I","start","Tomasz Szczepuła","Klub Parlamentarny Unia Demokratyczna"
"503","I","end","Tomasz Szczepuła","Klub Parlamentarny Unia Demokratyczna"
"504","I","start","Wacław Martyniuk","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"505","I","end","Wacław Martyniuk","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"506","I","start","Wacław Niewiarowski","Klub Parlamentarny Konwencja Polska"
"507","I","end","Wacław Niewiarowski","Porozumienie Ludowe"
"508","I","start","Waldemar Bartosz","Klub Parlamentarny NSZZ ""Solidarność"""
"509","I","end","Waldemar Bartosz","Klub Parlamentarny NSZZ ""Solidarność"""
"510","I","start","Waldemar Jędryka","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"511","I","end","Waldemar Jędryka","Partia X"
"512","I","start","Waldemar Polczyński","Klub Parlamentarny Konfederacji Polski Niepodległej"
"513","I","end","Waldemar Polczyński","Klub Parlamentarny Konfederacji Polski Niepodległej"
"514","I","start","Wanda Sikora","Klub Parlamentarny Porozumienie Ludowe"
"515","I","end","Wanda Sikora","Klub Parlamentarny Porozumienie Ludowe"
"516","I","start","Wanda Sokołowska","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"517","I","end","Wanda Sokołowska","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"518","I","start","Wiesław Janowski","Klub Parlamentarny Porozumienie Ludowe"
"519","I","end","Wiesław Janowski","Klub Parlamentarny Porozumienie Ludowe"
"520","I","start","Wiesław Kaczmarek","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"521","I","end","Wiesław Kaczmarek","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"522","I","start","Wiesław Klisiewicz","Klub Parlamentarny Konwencja Polska"
"523","I","end","Wiesław Klisiewicz","Partia Chrześcijańskich Demokratów"
"524","I","start","Willibald Fabian","Parlamentarne Koło Mniejszości Niemieckiej"
"525","I","end","Willibald Fabian","Parlamentarne Koło Mniejszości Niemieckiej"
"526","I","start","Wincenty Pycak","Klub Parlamentarny Konfederacji Polski Niepodległej"
"527","I","end","Wincenty Pycak","Klub Parlamentarny Konfederacji Polski Niepodległej"
"528","I","start","Wit Majewski","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"529","I","end","Wit Majewski","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"530","I","start","Władysław Adamski","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"531","I","end","Władysław Adamski","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"532","I","start","Władysław Frasyniuk","Klub Parlamentarny Unia Demokratyczna"
"533","I","end","Władysław Frasyniuk","Klub Parlamentarny Unia Demokratyczna"
"534","I","start","Władysław Liwak","Klub Parlamentarny Unia Demokratyczna"
"535","I","end","Władysław Liwak","Klub Parlamentarny Unia Demokratyczna"
"536","I","start","Władysław Raiter","Klub Parlamentarny Konwencja Polska"
"537","I","end","Władysław Raiter","Unia Demokratyczna"
"538","I","start","Władysław Staniuk","Koło Poselskie ""Chrześcijańska Demokracja"""
"539","I","end","Władysław Staniuk","Koło Poselskie ""Chrześcijańska Demokracja"""
"540","I","end","Władysław Staniuk","Sojusz Lewicy Demokratycznej"
"541","I","end","Władysław Staniuk","Wielkopolsce i Polsce"
"542","I","start","Włodzimierz Cimoszewicz","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"543","I","end","Włodzimierz Cimoszewicz","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"544","I","start","Włodzimierz Puzyna","Klub Parlamentarny Unia Demokratyczna"
"545","I","end","Włodzimierz Puzyna","Klub Parlamentarny Unia Demokratyczna"
"546","I","start","Włodzimierz Sumara","Klub Parlamentarny Porozumienie Ludowe"
"547","I","end","Włodzimierz Sumara","Klub Parlamentarny Porozumienie Ludowe"
"548","I","start","Wojciech Arkuszewski","Klub Parlamentarny NSZZ ""Solidarność"""
"549","I","end","Wojciech Arkuszewski","Klub Parlamentarny NSZZ ""Solidarność"""
"550","I","start","Wojciech Kwiatkowski","Posłowie niezrzeszeni"
"551","I","end","Wojciech Kwiatkowski","Solidarność Pracy"
"552","I","start","Wojciech Pęgiel","Klub Parlamentarny Konfederacji Polski Niepodległej"
"553","I","end","Wojciech Pęgiel","Klub Parlamentarny Konfederacji Polski Niepodległej"
"554","I","start","Wojciech Saletra","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"555","I","end","Wojciech Saletra","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"556","I","start","Wojciech Wardacki","Posłowie niezrzeszeni"
"557","I","end","Wojciech Wardacki","Kongres Liberalno-Demokratyczny"
"558","I","start","Wojciech Włodarczyk","Klub Parlamentarny ""Ruch dla Rzeczypospolitej"""
"559","I","end","Wojciech Włodarczyk","Porozumienie Obywatelskie Centrum"
"560","I","start","Zbigniew Adamczyk","Klub Parlamentarny Konfederacji Polski Niepodległej"
"561","I","end","Zbigniew Adamczyk","Klub Parlamentarny Konfederacji Polski Niepodległej"
"562","I","start","Zbigniew Brzycki","Klub Parlamentarny Konfederacji Polski Niepodległej"
"563","I","end","Zbigniew Brzycki","Klub Parlamentarny Konfederacji Polski Niepodległej"
"564","I","start","Zbigniew Frost","Klub Parlamentarny Konfederacji Polski Niepodległej"
"565","I","end","Zbigniew Frost","Klub Parlamentarny Konfederacji Polski Niepodległej"
"566","I","start","Zbigniew Gorzelańczyk","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
"567","I","end","Zbigniew Gorzelańczyk","Sojusz Lewicy Demokratycznej Klub Parlamentarny"
